x,y,z,count
-331.793,-365.529,-125.18,117
-288.339,19.7318,499.785,79
-272.585,101.617,483.497,69
19.1801,-212.993,311.686,100
-150.428,269.676,44.1318,113
-57.1388,233.503,-411.623,84
-29.9215,-80.3386,262.24,89
-178.215,16.3313,-340.795,100
172.023,-535.566,-149.69,63
-520.944,-217.728,-64.3706,79
-57.0282,-128.903,-585.062,117
-69.3622,95.3566,136.486,96
187.375,-75.3786,-574.607,54
179.819,233.297,-35.9542,118
39.0866,336.793,-509.051,180
142.087,-257.79,-317.71,102
221.294,533.197,-170.546,66
26.4032,30.861,-299.992,93
-205.351,332.715,451.552,85
-64.7843,29.2308,-416.334,87
430.693,60.4934,-215.674,108
444.173,-290.993,258.089,70
-230.145,382.314,-177.357,94
328.079,268.608,-179.404,78
100.896,-240.783,240.2,100
160.99,141.023,566.658,84
30.9383,-106.388,-279.715,89
326.897,176.877,-88.3106,121
-326.034,-196.047,121.042,94
306.865,42.4021,61.6227,97
-436.529,408.961,90.9799,96
189.979,-395.77,139.69,98
-102.333,-232.963,-15.0151,99
-310.236,466.046,46.3989,155
393.353,-191.333,205.023,92
-401.985,-415.356,-193.465,63
-62.5751,-441.262,382.788,96
256.345,87.8913,-543.564,64
-154.188,140.083,-168.571,104
446.574,182.716,-221.587,100
-239.264,-19.2373,-369.743,99
-107.005,107.423,-25.4116,117
-477.05,-181.099,295.93,120
140.297,-85.2574,435.32,98
521.178,191.714,-275.022,39
230.698,323.251,-470.278,64
397.908,-277.086,228.495,89
468.821,-42.6866,387.118,170
-180.213,36.8705,-2.88441,108
-254.69,-176.088,226.992,84
-442.14,97.7108,398.964,89
90.7757,-569.618,-20.3854,73
8.47319,445.005,264.456,83
-70.7006,331.538,253.267,89
289.466,-460.075,182.306,69
97.1731,-28.1914,-160.651,92
-110.559,-185.574,72.2366,109
-76.308,132.435,-265.276,120
-497.629,141.898,55.497,112
302.793,-191.974,-448.028,88
388.413,-53.781,-170.685,127
-355.977,233.004,-419.836,81
-27.7246,-222.262,209.033,110
-100.808,216.113,-434.016,94
-439.501,-374.896,-213.452,41
275.272,-71.5083,205.982,132
-117.361,-364.984,-377.243,100
287.691,-497.141,-171.344,98
100.847,-90.805,161.268,104
287.812,-197.826,15.0496,115
-214.343,424.963,-246.914,78
393.173,-9.26851,-441.374,102
-76.5946,-270.213,78.474,113
152.653,-458.052,-89.2014,97
0.359189,131.321,14.2329,105
-116.307,89.059,-454.6,80
56.3412,354.461,-99.5794,101
-365.858,128.239,-89.1677,89
466.996,-11.4783,-241.01,136
547.197,113.945,-214.97,68
-212.398,-483.723,-95.0036,131
116.169,433.273,230.777,76
-2.65488,-386.579,-313.53,68
402.718,254.904,-318.456,75
310.202,-92.4507,-443.868,86
91.0184,399.489,-323.487,88
-341.322,-274.174,-148.792,87
508.564,-34.4851,260.818,160
159.836,451.588,157.691,99
-413.503,-116.986,70.2465,83
-483.413,165.73,-125.858,108
-114.492,293.611,435.688,94
-66.3628,-238.001,199.162,101
-336.226,-494.038,124.3,155
-262.365,210.809,-55.4381,98
104.994,-345.847,-58.525,111
-16.3754,246.844,-281.701,136
-334.778,-115.82,360.007,99
-90.0343,-198.137,538.411,95
