x,y,z,count
-255.009,-525.986,-101.375,71
-346.577,55.9868,-320.685,59
238.343,-405.409,-250.385,43
-346.037,113.166,-334.831,65
-248.942,-346.333,217.964,61
177.761,148.06,400.954,64
483.459,-364.685,-53.2363,44
-394.8,44.3233,76.3869,53
-186.075,183.782,537.373,57
314.641,-36.5219,245.093,57
156.591,28.1362,-32.609,71
350.017,261.92,-18.1672,62
-184.053,173.977,393.945,64
-32.4665,-291.356,65.0115,61
-76.2068,143.649,329.767,50
-393.569,-87.5995,75.3693,55
-249.741,23.5244,284.869,61
-341.216,-366.813,-170.155,50
250.726,370.729,-139.482,60
-34.1512,93.2367,-79.5575,44
197.483,128.272,-367.227,47
319.362,-412.354,-69.7512,89
-122.416,-327.227,-123.984,57
-171.816,162.375,131.864,66
-435.018,334.088,251.842,32
-496.164,13.8499,-265.306,159
239.636,-139.239,-413.487,58
107.679,-378.256,298.862,65
322.249,-100.22,30.2681,48
44.508,-288.2,338.513,70
-359.706,-284.551,293.338,43
337.332,-310.27,-224.171,55
-291.252,-257.118,234.316,44
-230.621,-44.5349,183.494,57
-20.7088,-514.24,278.476,36
171.602,-305.282,-366.658,67
-194.514,219.875,381.963,43
125.355,-148.239,150.767,55
-564.688,-143.878,40.9539,42
93.5554,-137.4,296.076,53
-114.668,468.431,-132.098,62
-272.785,248.489,468.651,54
-325.433,-241.327,410.534,27
-108.787,5.83505,-237.058,51
405.358,97.095,133.158,59
228.487,-116.712,113.081,53
-236.198,522.51,98.7561,73
288.063,-311.168,419.416,39
557.594,151.082,81.8278,47
-316.581,-269.646,-331.407,30
-329.743,-130.9,-399.067,55
-174.652,217.003,-366.244,55
230.664,193.737,-255.504,45
-12.7506,422.743,258.09,45
370.421,94.2203,485.635,35
-324.111,-173.714,-218.386,59
-96.9258,219.707,-243.859,44
-111.999,443.057,-12.3167,50
41.2244,14.5464,-168.361,55
-179.231,52.7704,-68.7452,69
236.669,-398.17,12.7561,69
-119.827,252.055,-2.63841,63
-70.6051,357.761,96.9084,52
-297.129,22.7051,297.477,68
-93.1954,583.626,-9.16428,42
200.611,161.672,223.081,61
-59.5259,207.679,-468.7,85
174.763,-207.142,-234.056,44
4.76795,162.707,365.787,71
548.643,-127.453,-13.9788,47
-155.653,275.072,307.265,53
-304.929,356.67,-291.054,33
150.999,-19.4037,-152.548,65
-35.0928,-369.608,-119.754,39
322.291,25.0435,453.694,36
-299.349,432.61,236.291,36
-441.088,232.217,-215.066,55
-228.626,-335.723,-284.792,40
5.21117,-389.731,-213.666,55
-103.051,-55.1359,-595.311,38
-196.309,324.218,146.863,60
527.196,-5.29569,-305.745,160
141.765,-389.081,-424.858,71
-198.021,543.317,55.7546,91
142.008,273.808,-367.561,69
136.003,-53.0422,347.652,41
-403.615,-313.188,-165.659,52
248.752,-41.4194,-195.729,60
304.26,308.282,239.145,60
